ID,Trial,Run,n(),mean_speed,sd_speed,mean_lanepos,sd_lanepos
NS,2,2,298,100.83877344428964,0.1096995488898863,0.3035811214809815,0.39819978859246263
RM,F,1,298,99.93584313623754,0.11810573444529128,0.968457895734898,0.590632314199118
RM,1,1,298,99.05435875731656,0.09482034055561375,1.0029408366731416,0.5379947130621751
RM,1,2,298,98.69817991505617,0.09531542476017651,1.0531912644582333,0.611720777486162
RM,2,1,298,100.20900015671036,0.08806725630801529,0.8804341791515231,0.5968908210451468
RM,2,2,298,100.81821290116379,0.15022112993871822,0.8367495724395305,0.599534307574595
TF,F,1,298,98.5899705237906,0.1093731889617745,1.0360304660278181,0.42296179322019556
TF,1,1,298,98.5502702064979,0.1408370154442289,0.9859484231129358,0.3764287974423819
TF,1,2,298,99.4058546710158,0.20706387369468604,0.9633273685135788,0.38474811226285993
TF,2,1,298,97.11258963553342,0.11882334939208648,0.5666708391298059,0.41670302267283477
TF,2,2,298,99.25928455088119,0.31115945616102275,0.5194417382980169,0.4245160905832707
